Product ID,Picture URL,Description,Health Facts,Highlights
U401,https://media.ulta.com/i/ulta/2579990?w=78&h=78&fmt=auto,"Curlsmith's Multi-Tasking Conditioner is a protein-enriched multi-purpose cream that can be used as rinse-out, deep conditioner or leave-in hair moisturizer.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Delivers weightless moisture and hydration, Enriched with proteins at low dosage, it can be used frequently without the risk of protein overload, Balancing protein-rich and moisturizing products in your routine is key to strengthen and protect the hair against damage. The more damaged and porous your hair is, the more protein-rich products you should use, Makes hair soft, smooth and shiny, Nourishes the hair and helps it look stronger and more elastic, Enhances and helps clump waves and curls, Excellent cream for braids, twist-outs and other protective styles, Primes the hair and preps for styling products, Light silky texture, Vegan, cruelty free, clean ingredients and curly girl friendly (no sulfates, silicones or drying alcohols), Designed for all curls and texture types "
U402,https://media.ulta.com/i/ulta/2594926?w=78&h=78&fmt=auto,"Curlsmith Multi-tasking Conditioner is a protein-enriched multi-purpose cream that can be used as rinse-out, deep conditioner or leave-in hair moisturizer.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Blend of Babassu, Jojoba and Castor Oil to seal moisture into the hair shaft and smooth down cuticles, Murumuru and Shea Butter for ultimate moisture, Powerful patented active that targets and fortifies internal hair structure (hair bonds), Hemp Seed & Rice Protein complex, completely plant-based alternative to animal keratin that helps the hair look stronger and more elastic, Blend of nutrient-rich superfoods (Prickly Pear, Kale, Guava, Shiitake Mushroom, Blackcurrant and Pumpkin Seeds) "
U403,https://media.ulta.com/i/ulta/2614034?w=78&h=78&fmt=auto,Redken's Acidic Bonding Concentrate ultra conditioning 5 minute liquid mask provides deep hydration and deep repair on all hair types and textures.,Sustainable Packaging Brand,"16% conditioning care complex for 72 hours of ultra hydration**, Shine for 3 days**, 3x stronger hair*, 14x better detangling*, *Vs. Non conditioning shampoo, ** Based on consumer testing results "
U404,https://media.ulta.com/i/ulta/2257269?w=78&h=78&fmt=auto,"Eva NYC's Therapy Session Hair Mask deeply conditions, hydrates, and delivers 48-hour smoothness to provide a simple, but luxurious indulgence!","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","It's the same amazing Therapy Session Hair Mask, now even more effective!, Deeply conditions, hydrates, and delivers 48-hour smoothness, This rich, creamy formula melts into hair, while helping melt your troubles away, Now clinically proven to instantly repair hair, making it 2X stronger and 3X more hydrated after just one use!, Certified cruelty-free through Leaping Bunny, certified vegan, and certified GMO-free, Free of Sulfates, Parabens, Phthalates, SLES, MIT/MCIT, Mineral Oil, Nanoparticles, Triclosan, Triclocarban, BHT, BHA, Oxybenzone, and Benzophenone, Made with sustainable packaging: Made with at least 50% PCR (post-consumer recycled) plastic and is curbside recyclable. "
U405,https://media.ulta.com/i/ulta/2591019?w=78&h=78&fmt=auto,"Infused with patented OLAPLEX Bond Building technology, No.8 Bond Intense Moisture Mask is a highly concentrated reparative mask that adds shine, smoothness and body while providing intense moisture to treat damaged hair. Hair so visibly healthy, you can skip the styling.",Vegan,"Concentrated formula absorbs deeply to treat damage, Doesn't weight the hair down, Contains OLAPLEX patented bond building technology that rebuilds broken and weakened bonds, For all hair types, PH balanced, OLAPLEX products are thoroughly tested in accordance with industry standards in-house and by independent third-party laboratories for safety and efficacy "
U406,https://media.ulta.com/i/ulta/2578798?w=78&h=78&fmt=auto,"OUAI's Fine/Medium Hair Treatment Masque is a mask that helps restore hydration, repair damage, and add shine to fine/medium hair with shea butter, panthenol, and hydrolyzed keratin.",Cruelty Free,"Provides hydration for dry, damaged hair, Strengthens with proteins to prevent breakage, Leaves hair healthy with a shiny finish "
U407,https://media.ulta.com/i/ulta/2580467?w=78&h=78&fmt=auto,"Redken's All Soft Heavy Cream Hair Mask is a deep conditioning, anti-frizz hair treatment for dry and brittle hair. This moisturizing conditioner restores strength and softness and is made with argan oil to achieve shiny, smooth hair.","Vegan, Clean Ingredients, Sustainable Packaging Brand","Restores strength and softness to achieve shiny, smooth hair, Increased manageability, movement and luminous shine, Dramatically transforms the texture of dry and brittle hair, Deep conditioning and moisturizing factors replenish and maintain essential moisture balance "
U408,https://media.ulta.com/i/ulta/2607938?w=78&h=78&fmt=auto,"Made in collab with celeb stylist Chris Appleton, Color Wow Money Masque infuses deep, intensive moisture for expensive-looking hair in just 5 minutes.",,"A deep conditioning hair mask for all hair types, Chris Appleton's 1-step-prep for luxe, super healthy-looking hair, Weightless formula instantly absorbs; leaves no waxy, heavy buildup, Penetrates deep to help strengthen, repair and renew suppleness, Heat protectant "
U409,https://media.ulta.com/i/ulta/2218073?w=78&h=78&fmt=auto,"It's A 10 Miracle Hair Mask is a simple-to-use, conditioning treatment made to enhance softness and smoothness. Flexible enough to be used as a daily conditioner and intensive enough to be used as a periodic deep-conditioning treatment.",Cruelty Free,"Detangles, Helps restore moisture balance, Softens, Smooths, Helps restore elasticity, Imparts luminous shine, Enhances natural body, Nourishes, Helps reduce frizz, Improves color vibrance Color safe, Leaping Bunny Certified"
U410,https://media.ulta.com/i/ulta/2609297?w=78&h=78&fmt=auto,"Matrix Food For Soft Rich Hydrating Treatment Mask infused with avocado oil + hyaluronic acid, replenishes hydration in even the driest & most porous hair, making it ideal for every wash.",,"Leaves hair hydrated and smooth with a soft finish and extra shine, Achieve frizz free, less porous hair, Provides 72 hours of moisture retention, 7x more moisture, 5x smoother hair *, *When used as a system of Food For Soft Shampoo, conditioner or mask, & oil versus non-conditioning shampoo "
U411,https://media.ulta.com/i/ulta/2601407?w=78&h=78&fmt=auto,"Give dry, thirsty tresses deep moisture with Mielle Organic's restorative Rosemary Mint Strengthening Hair Masque!","Clean Ingredients, Cruelty Free, Give Back","Developed to meet your hair's greatest needs, Made with certified organic ingredients, Infused with biotin "
U412,https://media.ulta.com/i/ulta/2565144?w=78&h=78&fmt=auto,"Hydrate Superfood Hair Mask is a deeply nourishing treatment mask with avocado and coconut oil that intensely moisturizes and softens dry, color-treated hair.","Vegan, Sustainable Packaging Brand","Provides intense nourishment, Adds softness, Provides extraordinary color protection, Contains less than 1% of synthetic fragrances, This product is 100% vegan, Recyclable packaging "
U413,https://media.ulta.com/i/ulta/2549232?w=78&h=78&fmt=auto,"Coco & Eve's Super Nourishing Mask transforms your locks in just 10 mins! It treats split ends, strengthens & restores hair...so it's 'Like a Virgin' again!",,"Transform your hair in only 10 minutes with this 5-in-1 deep conditioning treatment, Revives dry hair, damaged by styling, heat, dyes and the environment, Repairs hair from the inside out, to make it healthy and lustrous, Tames frizz and treats split ends, Conditions from root to tip, to hydrate even the thirstiest of tresses, Comes with a Tangle Tamer to prevent further damage and breakage, Suitable for all hair types, even the most damaged strands, Formulated with the brand's signature Like a Virgin's Coconut & Fig scent, No nasties "
U414,https://media.ulta.com/i/ulta/2590520?w=78&h=78&fmt=auto,"Redken Extreme Length Triple Action Treatment Mask is a 5-minute treatment mask formulated with biotin, niacinamide, and castor oil to promote a healthy-feeling, nourished scalp, strengthened lengths and visibly reduced split ends for longer, stronger hair.","Vegan, Clean Ingredients, Sustainable Packaging Brand","Promotes a healthy-feeling, nourished scalp, Hair looks healthier with increased shine, Frizz is controlled, leaving hair smooth and soft to the touch, Reduced breakage to help hair grow longer, Triple Action Treatment: mask helps treat breakage at the scalp, lengths, and ends of hair, For all hair types and textures, Suitable for color-treated hair, 2X stronger hair in a single use*, Visibly reduces split ends by 68%*, *System of Extreme Length Shampoo & Mask vs non-conditioning shampoo "
U415,https://media.ulta.com/i/ulta/2618123?w=78&h=78&fmt=auto,"Meet KBOND20, power masque from Defy Damage, Joico's bond-building treatment that doubles down on technology for 5X stronger* hair. (*Against combing breakage on damaged hair during heat styling).",Cruelty Free,"Rebuilds, strengthens & protects bonds** (**Protects hair from mechanical, thermal, and environmental damage), Rich hydration, Instantly detangles, Normalizes pH, Color safe, Animal test-free, Paraben-free "
U416,https://media.ulta.com/i/ulta/2564042?w=78&h=78&fmt=auto,"Treat your hair from where it grows with Bondi Boost's Weekly Miracle Mask with Salon-Level Deep Conditioning. Packed with nutritious oils including castor, argan oil, abyssinian, macadamia and jojoba oil. It's your secret weapon to better hair days and helping you reach your hair goals faster.","Vegan, Cruelty Free, Sustainable Packaging Brand","Salon level deep conditioning, Australian, clean, paraben and silicone free, Longer, stronger, fuller looking hair, Weekly deep treatment packed with nutritious oils, Encourage hair strength and resilience, Leaves hair feeling soft, sleek and deeply hydrated, Cruelty-free and vegan, Clinically proven to improve split ends by 84% after 4 uses* while nourishing the scalp. *Based on an in vitro study of bleached hair tresses "
U417,https://media.ulta.com/i/ulta/2565530?w=78&h=78&fmt=auto,"Pureology's Color Fanatic Multi-Tasking Deep-Conditioning Mask is an intensely moisturizing treatment mask with 21 benefits that restores, protects, and strengthens color-treated hair.","Vegan, Sustainable Packaging Brand","Nourishes and restores hair, Supports and protects against damage, Smooths, nourishes cuticles, and adds shine, Contains less than 1% of synthetic fragrances, This product is 100% vegan, Recyclable packaging "
U418,https://media.ulta.com/i/ulta/2578799?w=78&h=78&fmt=auto,"OUAI's Thick Hair Treatment Masque is a mask that helps restore hydration, fight frizz, smooth split ends and strengthen thick hair with almond, macadamia & olive oils, shea & illipe butters and hydrolyzed keratin.",Cruelty Free,"Provides hydration for dry, damaged hair, Strengthens with proteins to prevent breakage, Leaves hair healthy with a shiny finish "
U419,https://media.ulta.com/i/ulta/2543141?w=78&h=78&fmt=auto,"Joico Defy Damage Protective Masque is an intensive damage prevention masque to help replenish strength and moisture balance for soft, healthy-looking hair.","Clean Ingredients, Cruelty Free","80% less breakage*, 5X stronger hair*, You want to maintain over 90% of color vibrancy**, See results after the very first use, Helps to rebuild broken hair bonds, Deeply replenishes hair without weighing it down, Proactively builds hair's resistance to damage, Leaves hair soft, shiny and healthy, *Against combing breakage on damaged hair during heat styling; when using Defy Damage Protective Shampoo & Masque vs.a non conditioning shampoo, **After 10 shampoos; when using Defy Damage Protective Shampoo and Masque "
U420,https://media.ulta.com/i/ulta/2594262?w=78&h=78&fmt=auto,"Innersense Organic Beauty's Hydrating Hair Mask is a hair mask to repair and revitalize dry, coarse, damaged hair.","Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Repairs and strengthens hair, Restores hydration to hair "
